es_load,free_storage_size_ratio_L1,free_storage_size_ratio_L2,free_storage_size_ratio_L3,can_L1_fit,can_L2_fit,can_L3_fit,service_size,estimated_fetch_time,is_popular,charm,service_request_frequency,nearby_servers_count,cached_in_nearby_servers,es_request_frequency,action
0.7823834196891192,1.0,1.0,1.0,True,True,True,0.068,0.7852409682150818,False,2.332344884587256,0,0,False,0.001,L1
0.7772020725388601,0.99575,1.0,1.0,True,True,True,0.051,1.0539678773375762,False,3.44,0,0,False,0.001,L1
0.772020725388601,0.9925625,1.0,1.0,True,True,True,0.033,1.639791389390372,False,2.93,0.001,0,False,0.001,L1
0.7668393782383419,0.9905,1.0,1.0,True,True,True,0.033,1.650871060940307,False,2.93,0.001,0,False,0.001,L1
0.7616580310880829,0.9905,1.0,1.0,True,True,True,0.003,18.283116239529388,False,3.1,0,0,False,0.001,L1
0.7564766839378239,0.9903125,1.0,1.0,True,True,True,0.03,1.8408343063087809,False,2.23,0,0,False,0.001,L1
0.7512953367875648,0.9884375,1.0,1.0,True,True,True,0.023,2.4176474547623568,False,2.5,0,0,False,0.001,L1
0.7461139896373057,0.987,1.0,1.0,True,True,True,0.019,2.946949657029408,False,2.9,0.001,0,False,0.001,L1
0.7409326424870466,0.9858125,1.0,1.0,True,True,True,0.031,1.8188256850061943,False,2.35,0,0,False,0.001,L1
0.7357512953367875,0.983875,1.0,1.0,True,True,True,0.137,0.4144574001044751,False,3.25,0.001,0,False,0.001,L1
0.7305699481865285,0.9753125,1.0,1.0,True,True,True,0.05,1.1436672711535403,False,2.739646391240517,0,0,False,0.001,L1
0.7253886010362695,0.9721875,1.0,1.0,True,True,True,0.16,0.3599488509657348,False,2.37,0,0,False,0.001,L1
0.7202072538860104,0.9621875,1.0,1.0,True,True,True,0.023,2.522006337701739,False,2.53,0.001,0,False,0.001,L1
0.7150259067357513,0.96075,1.0,1.0,True,True,True,0.077,0.7587854565812591,False,2.53,0.001,0,False,0.001,L1
0.7098445595854922,0.9559375,1.0,1.0,True,True,True,0.097,0.6067314516993347,False,2.75,0.001,0,False,0.001,L1
0.7046632124352331,0.949875,1.0,1.0,True,True,True,0.054,1.0978832055599754,False,3.13,0.001,0,False,0.001,L1
0.6994818652849741,0.9465,1.0,1.0,True,True,True,0.075,0.7963312850995022,False,2.49,0.001,0,False,0.001,L1
0.694300518134715,0.9418125,1.0,1.0,True,True,True,0.038,1.5834356366128162,False,2.094412138349047,0,0,False,0.001,L1
0.689119170984456,0.9394375,1.0,1.0,True,True,True,0.077,0.7873112256256674,False,2.28,0,0,False,0.001,L1
0.6839378238341969,0.934625,1.0,1.0,True,True,True,0.058,1.0531418837032993,False,-4.9261511252269425,0,0,False,0.001,L1
