es_load,free_storage_size_ratio_L1,free_storage_size_ratio_L2,can_L1_fit,can_L2_fit,service_size,estimated_fetch_time,is_popular,charm,service_request_frequency,nearby_servers_count,cached_in_nearby_servers,es_request_frequency,action
0.05,0.019,0.797484375,False,True,6.376,0.1568381430363864,False,10.04640881270476,1666.6666666666667,0,False,2000.0,L2
0.05,0.019,0.797484375,False,True,6.376,0.1568381430363864,False,10.04640881270476,1666.6666666666667,0,False,2000.0,L2
0.05,0.019,0.797484375,False,True,4.591,0.2178174689610106,False,10.428191431438185,0.0,0,False,2500.0,L2
0.04,0.019,0.77955078125,False,True,2.555,0.4892367906066536,False,10.852469433533116,2000.0,0,False,1111.111111111111,L2
0.045,0.019,0.7695703125,False,True,2.555,0.4348771472059143,False,10.852469433533116,2500.0,0,False,1666.6666666666667,L2
0.05,0.019,0.7695703125,False,True,2.279,0.4387889425186485,False,10.241298646470057,0.0,0,False,1428.571428571429,L2
0.05,0.019,0.76066796875,False,True,3.078,0.3248862897985705,False,10.132795324358042,0.0,0,False,1666.6666666666667,L2
0.045,0.019,0.74864453125,False,True,5.94,0.1870557426112981,False,10.045044316969651,0.0,0,False,1666.6666666666667,L2
0.055,1.0,1.0,True,True,3.113,0.2920304879829454,False,2.5694166114442645,0.0,0,False,0.001,L1
0.055,0.8054375,1.0,True,True,6.807,0.1335523592024253,False,2.47,0.0,0,False,0.001,L1
0.055,0.38,1.0,True,True,4.441,0.2047041002231275,False,3.16,0.0,0,False,0.001,L1
0.055,0.1024375,1.0,False,True,4.41,0.2061430632859204,False,2.38,0.0,0,False,0.001,L2
0.055,0.1024375,0.9827734375,False,True,4.037,0.2251897223410723,False,2.83,0.0,0,False,0.001,L2
0.055,0.1024375,0.96700390625,False,True,3.656,0.2486572508454346,False,2.46,0.0,0,False,0.001,L2
0.055,0.1024375,0.95272265625,False,True,3.701,0.2456338581710103,False,2.81,0.0,0,False,0.001,L2
0.055,0.1024375,0.938265625,False,True,4.765,0.1907850806066965,False,2.33,0.0,0,False,0.001,L2
0.055,0.1024375,0.91965234375,False,True,6.63,0.1371177841766077,False,3.23,0.0,0,False,0.001,L2
0.055,0.1024375,0.89375390625,False,True,5.134,0.1770726351949569,False,2.8,0.0,0,False,0.001,L2
0.055,0.1024375,0.87369921875,False,True,7.782,0.1168197004742879,False,4.907273150427852,0.0,0,False,1000.0,L2
0.055,0.1024375,0.84330078125,False,True,4.731,0.1921561845467996,False,9.091203190145215,0.0,0,False,666.6666666666666,L2
0.055,0.1024375,0.8248203125,False,True,2.981,0.3049617273032234,False,9.882906785702993,2000.0,0,False,666.6666666666666,L2
0.05,0.1024375,0.81317578125,False,True,2.981,0.3354579000335458,False,9.882906785702993,1000.0,0,False,588.2352941176471,L2
0.05,0.1024375,0.81317578125,False,True,1.912,0.5230125523012552,False,10.343693259349903,2000.0,0,False,2000.0,L2
0.05,0.1024375,0.80570703125,False,True,1.912,0.5230125523012552,False,10.343693259349903,1666.6666666666667,0,False,1666.6666666666667,L2
0.05,0.1024375,0.80570703125,False,True,1.912,0.5230125523012552,False,10.343693259349903,1666.6666666666667,0,False,1666.6666666666667,L2
0.055,0.1024375,0.80570703125,False,True,1.912,0.4754659566375048,False,10.343693259349903,1500.0,0,False,1666.6666666666667,L2
0.055,0.1024375,0.80570703125,False,True,5.737,0.1584610265105297,False,10.02667142312064,4000.0,0,False,3333.333333333333,L2
0.055,0.1024375,0.783296875,False,True,5.737,0.1584610265105297,False,10.02667142312064,4000.0,0,False,3333.333333333333,L2
0.055,0.1024375,0.783296875,False,True,5.737,0.1584610265105297,False,10.02667142312064,4000.0,0,False,3333.333333333333,L2
0.055,0.1024375,0.783296875,False,True,5.737,0.1584610265105297,False,10.02667142312064,4000.0,0,False,3333.333333333333,L2
0.045,0.1024375,0.783296875,False,True,4.012,0.2769469369668771,False,11.438907390977082,2000.0,0,False,1428.571428571429,L2
0.055,1.0,1.0,True,True,2.666,0.3409943394939644,False,2.43,0.0,0,False,0.001,L1
0.055,0.66675,1.0,True,True,2.318,0.392187622558632,False,2.2,0.0,0,False,0.001,L1
0.055,0.377,1.0,False,True,5.415,0.1678838243935197,False,3.11,0.001,0,False,0.001,L2
0.055,0.377,0.989423828125,False,True,8.523,0.1066632534425565,False,3.32,0.0,0,False,0.001,L2
0.055,0.377,0.97277734375,True,True,2.284,0.3980257920713262,False,3.14,0.0,0,False,0.001,L1
0.055,0.0915,0.97277734375,False,True,3.843,0.2365576136067939,False,2.17,0.0,0,False,0.001,L2
0.055,0.0915,0.965271484375,False,True,5.415,0.1678838243935197,False,3.11,0.001,0,False,0.001,L2
0.055,0.0915,0.965271484375,False,True,3.793,0.2396759581046425,False,2.44,0.0,0,False,0.001,L2
0.055,0.0915,0.95786328125,False,True,2.432,0.3738038277511962,False,2.9,0.0,0,False,0.001,L2
0.055,0.0915,0.95311328125,False,True,5.67,0.160333493666827,False,2.33,0.0,0,False,0.001,L2
0.055,0.0915,0.9420390625,False,True,4.655,0.1952934283761351,False,3.63,0.0,0,False,909.090909090909,L2
0.05,0.0915,0.932947265625,False,True,7.642,0.1308557969118031,False,4.51,2000.0,0,False,714.2857142857143,L2
0.05,0.0915,0.918021484375,False,True,7.642,0.1308557969118031,False,4.51,1000.0,0,False,909.090909090909,L2
0.055,0.0915,0.918021484375,False,True,4.556,0.199537073988347,False,5.393134105073686,3000.0,0,False,769.2307692307693,L2
0.05,0.0915,0.909123046875,False,True,4.556,0.2194907813871817,False,5.393134105073686,3000.0,0,False,769.2307692307693,L2
0.05,0.0915,0.909123046875,False,True,4.556,0.2194907813871817,False,5.393134105073686,3000.0,0,False,769.2307692307693,L2
0.045,0.0915,0.909123046875,False,True,5.788,0.1919680565153958,False,8.867981309375658,1000.0,0,False,1111.111111111111,L2
0.04,0.0915,0.897818359375,False,True,5.788,0.2159640635798203,False,8.867981309375658,1333.3333333333333,0,False,1111.111111111111,L2
0.045,0.0915,0.897818359375,False,True,3.247,0.3421962153098586,False,9.573017323313604,1000.0,0,False,833.3333333333334,L2
0.055,0.0915,0.8914765625,False,True,3.247,0.2799787216171571,False,9.573017323313604,1666.6666666666667,0,False,1111.111111111111,L2
0.055,0.0915,0.8914765625,False,True,2.564,0.3545596369309318,False,9.929679986285835,2000.0,0,False,1428.571428571429,L2
0.05,0.0915,0.88646875,False,True,2.564,0.3900156006240249,False,9.929679986285835,2000.0,0,False,1428.571428571429,L2
0.055,0.0915,0.88646875,False,True,2.564,0.3545596369309318,False,9.929679986285835,2000.0,0,False,1428.571428571429,L2
0.055,0.0915,0.88646875,False,True,2.564,0.3545596369309318,False,9.929679986285835,2000.0,0,False,1428.571428571429,L2
0.045,0.0915,0.88646875,False,True,6.206,0.1790382067533211,False,10.770153537949442,2000.0,0,False,1666.6666666666667,L2
0.04,0.0915,0.87434765625,False,True,6.206,0.2014179825974863,False,10.770153537949442,1333.3333333333333,0,False,1666.6666666666667,L2
0.055,1.0,1.0,True,True,4.333,0.2098063487401129,False,2.34,0.0,0,False,0.001,L1
0.055,0.86459375,1.0,True,True,7.343,0.12380374630136308,False,2.52,0.0,0,False,0.001,L1
0.055,0.635125,1.0,True,True,3.544,0.25651549353580955,False,3.2,0.0,0,False,0.001,L1
0.055,0.524375,1.0,True,True,4.483,0.20278628353578165,False,2.81,0.001,0,False,0.001,L1
0.055,0.38428125,1.0,True,True,7.624,0.11924067537918535,False,2.5,0.0,0,False,0.001,L1
0.055,0.14603125,1.0,True,True,4.265,0.2131514441010338,False,2.61,0.0,0,False,0.001,L1
0.055,0.01275,1.0,False,True,4.937,0.1841383247095218,False,3.04,0.0,0,False,0.001,L2
0.055,0.01275,0.990357421875,False,True,5.534,0.16427374576995105,False,2.82,0.0,0,False,0.001,L2
0.055,0.01275,0.979548828125,False,True,4.483,0.20278628353578165,False,2.81,0.001,0,False,0.001,L2
0.055,0.01275,0.979548828125,False,True,3.018,0.3012229652388698,False,2.53,0.0,0,False,0.001,L2
0.045,0.01275,0.973654296875,False,True,4.673,0.23777254678174858,False,3.29,3000.0,0,False,1000.0,L2
0.05,0.01275,0.96452734375,False,True,6.73,0.1485884101040119,False,3.07,0.0,0,False,909.090909090909,L2
0.055,0.01275,0.9513828125,False,True,4.673,0.19454117463961249,False,3.29,1666.6666666666667,0,False,833.3333333333334,L2
0.05,0.01275,0.9513828125,False,True,4.673,0.2139952921035737,False,3.29,1666.6666666666667,0,False,833.3333333333334,L2
0.04,0.01275,0.9513828125,False,True,4.883,0.25599016997747287,False,3.5,3000.0,0,False,1000.0,L2
0.05,0.01275,0.941845703125,False,True,4.883,0.2047921359819783,False,3.5,2333.3333333333335,0,False,1428.5714285714287,L2
0.05,0.01275,0.941845703125,False,True,4.883,0.2047921359819783,False,3.5,2333.3333333333335,0,False,1428.5714285714287,L2
0.055,0.01275,0.941845703125,False,True,5.922,0.15351079180866414,False,3.65,1000.0,0,False,1000.0,L2
0.04,0.01275,0.930279296875,False,True,5.922,0.2110773387369132,False,3.65,750.0,0,False,909.090909090909,L2
0.055,0.01275,0.930279296875,False,True,2.323,0.3913434821743044,False,3.6,0.0,0,False,1111.111111111111,L2
0.05,0.01275,0.9257421875,False,True,7.295,0.13708019191226867,False,3.84,0.0,0,False,1250.0,L2
0.05,0.01275,0.911494140625,False,True,5.019,0.19924287706714486,False,9.378459572917212,1500.0,0,False,909.090909090909,L2
0.05,0.01275,0.90169140625,False,True,5.019,0.19924287706714486,False,9.378459572917212,1333.3333333333333,0,False,909.090909090909,L2
0.05,0.01275,0.90169140625,False,True,5.019,0.19924287706714486,False,9.378459572917212,1333.3333333333333,0,False,909.090909090909,L2
0.05,0.01275,0.90169140625,False,True,5.349,0.1869508319312021,False,9.39928107443423,2000.0,0,False,1000.0,L2
0.05,0.01275,0.891244140625,False,True,5.349,0.1869508319312021,False,9.39928107443423,1333.3333333333333,0,False,1000.0,L2
0.055,0.01275,0.891244140625,False,True,6.038,0.15056159474841158,False,10.428774601125326,2000.0,0,False,1250.0,L2
0.055,0.01275,0.879451171875,False,True,6.038,0.15056159474841158,False,10.428774601125326,2000.0,0,False,1250.0,L2
0.05,0.01275,0.879451171875,False,True,5.155,0.19398642095053345,False,10.157297821228905,0.0,0,False,909.090909090909,L2
0.055,0.01275,0.8693828125,False,True,5.1,0.17825311942959002,False,10.725684927020193,2000.0,0,False,909.090909090909,L2
0.045,0.01275,0.859421875,False,True,5.1,0.21786492374727667,False,10.725684927020193,2000.0,0,False,909.090909090909,L2
0.055,0.01275,0.859421875,False,True,3.207,0.28347081667942287,False,11.1654112858945,3000.0,0,False,1250.0,L2
0.05,0.01275,0.853158203125,False,True,3.207,0.3118178983473651,False,11.1654112858945,3000.0,0,False,1250.0,L2
0.055,0.01275,0.853158203125,False,True,3.207,0.28347081667942287,False,11.1654112858945,1333.3333333333333,0,False,2000.0,L2
0.04,0.01275,0.853158203125,False,True,6.788,0.18414849734826164,False,10.906439578976823,0.0,0,False,1428.5714285714287,L2
0.045,0.01275,0.839900390625,False,True,1.284,0.8653513326410522,False,10.065217427362636,4000.0,0,False,1666.6666666666667,L2
0.045,0.01275,0.837392578125,False,True,1.284,0.8653513326410522,False,10.065217427362636,4000.0,0,False,1666.6666666666667,L2
0.05,0.01275,0.837392578125,False,True,1.284,0.778816199376947,False,10.065217427362636,4000.0,0,False,1428.5714285714287,L2
0.05,0.01275,0.837392578125,False,True,1.284,0.778816199376947,False,10.065217427362636,4000.0,0,False,1428.5714285714287,L2
0.045,0.01275,0.837392578125,False,True,3.127,0.3553281455424084,False,10.1484663025705,1000.0,0,False,1111.111111111111,L2
0.055,0.01275,0.83128515625,False,True,3.127,0.29072302817106144,False,10.1484663025705,1000.0,0,False,1666.6666666666667,L2
0.045,0.01275,0.83128515625,False,True,3.183,0.3490766921492652,False,10.66351117185722,1500.0,0,False,1250.0,L2
0.055,0.01275,0.825068359375,False,True,3.183,0.28560820266758064,False,10.66351117185722,2000.0,0,False,1428.5714285714287,L2
0.05,0.01275,0.825068359375,False,True,3.183,0.3141690229343387,False,10.66351117185722,2000.0,0,False,1428.5714285714287,L2
0.045,0.01275,0.825068359375,False,True,2.815,0.3947108742845865,False,10.81608792462687,0.0,0,False,1250.0,L2
0.05,0.01275,0.8195703125,False,True,7.038,0.14208581983518045,False,11.269106087757379,0.0,0,False,1428.5714285714287,L2
